RUN_TIMESTAMP,MODE,CSV_ROW,PART_NUMBER,REVISION,DWG_INDEX,DRAWING_IDENTIFIER,DRAWING_FILE,BASELINE_SHA256,PREFLIGHT_SHA256,CHANGED_FROM_BASELINE,APPROVED,ENGINEER,DEFAULT_IMPORT_ACTION,DRAWING_IMPORT_ACTION,CLONE_PREFLIGHT,CLONE_LOG_STATUS,TARGET_RESERVATION_STATUS,POST_IMPORT_VERIFICATION,WRITE_ATTEMPTED,RESULT,MESSAGE,CLONE_LOG,CLONE_LOG_EVIDENCE
20260729_102628,DRY_RUN,24,264MN025695A01,A,1,@DB/264MN025695A01/A/specification/264MN025695A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025695A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025695A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,25,264MN025696A01,A,1,@DB/264MN025696A01/A/specification/264MN025696A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025696A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025696A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,26,264MN025697A01,A,1,@DB/264MN025697A01/A/specification/264MN025697A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025697A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025697A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,27,264MN025698A01,A,1,@DB/264MN025698A01/A/specification/264MN025698A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025698A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025698A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,28,264MN025699A01,A,1,@DB/264MN025699A01/A/specification/264MN025699A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025699A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025699A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,29,264MN025715A01,A,1,@DB/264MN025715A01/A/specification/264MN025715A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025715A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025715A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,30,264MN025716A01,A,1,@DB/264MN025716A01/A/specification/264MN025716A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025716A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025716A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,31,264MN025717A01,A,1,@DB/264MN025717A01/A/specification/264MN025717A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025717A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN025717A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,32,264MN026061A01,A,1,@DB/264MN026061A01/A/specification/264MN026061A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN026061A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN026061A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,33,264MN026085A01,A,1,@DB/264MN026085A01/A/specification/264MN026085A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN026085A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN026085A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,34,264MN026086A01,A,1,@DB/264MN026086A01/A/specification/264MN026086A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN026086A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN026086A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,35,264MN026247A01,A,1,@DB/264MN026247A01/A/specification/264MN026247A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN026247A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN026247A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,36,264MN028282A01,A,1,@DB/264MN028282A01/A/specification/264MN028282A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN028282A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN028282A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,37,264MN030047A01,A,1,@DB/264MN030047A01/A/specification/264MN030047A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN030047A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN030047A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,38,264MN030208A01,A,1,@DB/264MN030208A01/A/specification/264MN030208A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN030208A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN030208A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,39,264MN030210A01,A,2,@DB/264MN030210A01/A/specification/264MN030210A01-A-dwg2,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN030210A01-A-dwg2.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN030210A01-A-dwg2.prt,,
20260729_102628,DRY_RUN,40,264MN031987A01,A,1,@DB/264MN031987A01/A/specification/264MN031987A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN031987A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN031987A01-A-dwg1.prt,,
20260729_102628,DRY_RUN,41,264MN032276A01,A,1,@DB/264MN032276A01/A/specification/264MN032276A01-A-dwg1,C:\Users\my62022696\Desktop\TEST_IMPORT\264MN032276A01-A-dwg1.prt,,,,YES,AQIL,UseExisting,Overwrite,NOT_RUN,NOT_READ,UNKNOWN,NOT_RUN,NO,ERROR_FILE_NOT_FOUND,DRAWING_FILE was not found: C:\Users\my62022696\Desktop\TEST_IMPORT\264MN032276A01-A-dwg1.prt,,
